一一 , 表一個接一個沒有間斷。
條 , 計算以條列式呈現出的內容的單位。
條 , 計算盒裝香菸包裝成條狀販賣的單位。
條 , 計算行進的路線的單位。
條 , 計算身體部位的單位，用於四肢和尾巴。
條 , 計算顯示在特定平面上的線條或細長的紋路痕跡的單位。
梢 , 時間詞。比喻一個時期的結束階段。
梢 , 普通名詞。撐船用的竹竿。
梢 , 普通名詞。條狀物的尾端，通常為較細的一頭。
梢 , 普通名詞。沒有動力的小船的尾端。
梯 , 普通名詞。便於人往高處或低處移動的自動設施，通常以一個箱體或平台承載，並垂直移動。常用接尾詞。
梯 , 普通名詞。便於人往高處或低處移動的階梯。常用接尾詞。
梯 , 普通名詞。可收合或移動的階梯。常用接尾詞。
梯 , 普通名詞。接尾詞。以梯為形象製成的人造物。
梯 , 計算團體中依照參加時期的先後順序編排的單位。
梳 , 將頭髮整理成後述髮型。
梳 , 普通名詞。整理毛髮的手持器具，通常有一邊呈細齒狀。常用接尾詞。
梳 , 用梳子整理毛髮。
棄 , 不再為原本努力的後述對象堅持。
棄 , 主事者不履行對依靠自己的後述對象應盡的責任或義務。
棄 , 主動不要特定資格或權益。
棄守 , 不再為原本努力的後述事物堅持。
棄守 , 軍事上，不再以兵力防衛保護特定地區。
棄 , 將原本使用的工具丟掉不用。
棄 , 損害後述對象的利益。
棄權 , 主動不要特定資格或權益。
棄置 , 將廢棄物丟棄在特定地點。
棄置 , 比喻不理會。
棉 , 專有名詞。姓。
棉 , 形容以棉為材料製成的。
棉 , 普通名詞。以棉絮或其他類似材質製成的紡織品。常用接尾詞。
棋 , 在縱橫各19條線相交的棋盤上，用黑色和白色的棋子圍攻，搶佔空的位置，以佔據點數多者為勝。
棋 , 形容排列方式或花紋像圍棋棋盤的。
棋 , 普通名詞。下棋的策略或步驟。常用接尾詞。
棋 , 普通名詞。以棋為形象製成的人造物。
棋 , 普通名詞。在棋盤上按照一定規則選擇或移動棋子以決定輸贏的遊戲。常用接尾詞。
棋 , 普通名詞。在雙方競爭事件中可被交換或犧牲的參加者。
棋 , 普通名詞。比喻雙方以各種謀略互相競爭的事件。
棋 , 普通名詞。遊戲中可在紙盤上按特定規則移動且帶有象徵性且能區分參與者身分的小物品，以木頭或其他材料製成。
棍子 , 普通名詞。呈圓柱狀細長的長條器具，長度通常短於成人的身高。
棍 , 專有名詞。姓。
棍 , 普通名詞。呈圓柱狀細長的長條器具，長度通常短於成人的身高。常用接尾詞。
棍 , 普通名詞。接尾詞。比喻在前述領域進行不正當行為的人。
棍 , 普通名詞。武術中使棍的技法。常用接尾詞。　
棍棒 , 普通名詞。「棍子和棒子」的簡省。
棍棒 , 普通名詞。武術中使棍棒的技法。
棍棒 , 普通名詞。武術中所使用的一種器具。
棍棒 , 普通名詞。韻律體操中使用的一種器具。
棍棒 , 普通名詞。韻律體操比賽中的一個項目。
棒子 , 普通名詞。呈圓柱狀的長條器具。
棒子 , 普通名詞。比喻可以被傳承的責任。
棒子 , 普通名詞。玉米。
棒 , 形容對特定對象的正面評價極高。
棒 , 普通名詞。使用棒子和棒球進行的一種球類運動，由投手投球，多位打者輪流擊球。「棒球」的簡省。
棒 , 普通名詞。呈圓柱狀的長條器具。常用接尾詞。
棒 , 普通名詞。接尾詞。形狀像棒子的物體。
棒 , 普通名詞。比喻可以被傳承的責任。
棒 , 普通名詞。比賽中依序上場的參賽者。
棒球 , 包含丟球和以球棒擊球的球類運動。
棒球場 , 地方詞。進行棒球運動的場地。
棒球隊 , 為了進行棒球運動，並且參加競賽而組成的團體。
棒 , 用棒子敲打。
棕 , 專有名詞。姓。
棕 , 形容顏色為棕色，像樹皮、泥土的顏色的。
棕 , 普通名詞。像樹皮、泥土的顏色。
棕 , 植物名。棕櫚科棕櫚屬，常綠喬木，幹直如柱，無枝，葉作掌狀分裂，柄甚長，夏初開花，核果為球形。
棗 , 專有名詞。姓。
棗 , 普通名詞。棗樹的果實。
棗 , 普通名詞。植物名，鼠李科棗屬，大灌木，花小，黃綠色，果實為橢圓形，可食用。
棚 , 普通名詞。用竹、木或其他類似材質搭建成的簡陋的小房子，通常沒有四面的牆。常用接尾詞。
棟 , 普通名詞。支撐建築物直立的柱子。
棟 , 計算建築物的單位。
森林 , 普通名詞。樹木多且茂盛的寬廣區域。
棲息地 , 普通名詞。動物棲息的地方。
棵 , 計算有明顯主幹植物的單位。
椅 , 普通名詞。通指用來坐的家具。常用接尾詞。
植 , 將成株的植物埋下使其生長，通常是在土裡。
植 , 將特定對象固定在特定位置。
植 , 普通名詞。可自行製造養分，沒有神經、感覺且不能運動的生物。「植物」的簡省。
植 , 比喻刻意發展後述對象。
植 , 比喻將健全的特定生物器官或組織移到其他有需要的生物體或部位上。
植 , 比喻將具有特定功能的人造物放入生物體中。
植 , 比喻心中感受或接受了外界特定對象帶來的影響。
植物 , 普通名詞。可自行製造養分，沒有神經、感覺且不能運動的生物。
植物 , 普通名詞。大學中教授植物知識的教學研究單位。植物系所的簡省。
植物 , 普通名詞。研究植物的知識。
楊 , 專有名詞。姓。
楊 , 專有名詞。戰國時代思想家，提倡為我、貴己、輕物重生。
楊振寧 , 專有名詞。二十一世紀華裔美籍物理學家。
楊 , 普通名詞。落葉喬木，枝幹小、上揚且具有頂芽，芽鱗在2枚以上，葉卵形或近圓形，沒有花瓣，有環狀花盤及苞片。常用接尾詞。
楓 , 普通名詞。植物名，落葉喬木，葉子掌狀三裂、邊緣有細鋸齒，秋天葉子變紅，可供觀賞。常用接尾詞。
楚 , 地方詞。中國省名，華中的省分，在洞庭湖之北。「湖北省」的簡稱。
楚 , 專有名詞。中國朝代名，五代十國之一，西元907年至西元951年，由馬殷所建。
楚 , 專有名詞。中國朝代名，西元前206年至西元前202年，西楚霸王項羽所建。
楚 , 專有名詞。戰國七雄之一，西元前704年至西元前223年，周成王所建。
楚 , 普通名詞。湖北的文化。
業務 , 普通名詞。在特定機構中擔任銷售產品的工作的人。
業務 , 普通名詞。工作上的事務。
業 , 專有名詞。姓。
業 , 普通名詞。人一切有意識的行為。
業 , 普通名詞。在社會中所擔任的職務，通常為其身份認定的依據。
業 , 普通名詞。學習的內容或過程。
業 , 普通名詞。屬於國家、團體機關或個人所有的有價值的所有物。
業 , 普通名詞。特定商店的運作。
業 , 普通名詞。特定對象為達到特定人生目標而從事的活動。
業 , 普通名詞。特定經濟事業的總稱。常用接尾詞。
業界 , 普通名詞。與特定經濟事業相關的抽象範圍。
業經 , 表後述事件在說話之前發生或完成。
業者 , 普通名詞。經營特定行業的人。
業 , 表後述事件在說話之前發生或完成。
業餘 , 形容不是以後述工作或身份為主要維生來源的。
業餘 , 形容工作時間以外的。
極其 , 表程度達到最高界限。
極力 , 表用盡一切力量。
極 , 專有名詞。姓。
極度 , 表程度達到最高界限。
極 , 普通名詞。磁鐵的兩個端點。常用接尾詞。
極 , 普通名詞。電流流入或流出的端點。常用接尾詞。
極端 , 地方詞。比喻事件發展的最末端。
極端 , 形容程度達到最高界限。
極 , 達到最高等級。
極限 , 普通名詞。可以達到的限度。
極限 , 普通名詞。指一個變量按一定規律變化，持續變化的結果趨近於一常數。
榕 , 普通名詞。植物名，桑科，常綠喬木，分枝極多，覆蓋面廣，園藝上常作盆栽以觀賞。常用接尾詞。
榨 , 接尾詞。擠壓特定物體以取其汁液的工具。
榨 , 擠壓特定物體以取其汁液。
榨 , 比喻以特定手段從特定對象取得大量好處。
榮 , 使後述對象得到光榮。
榮 , 普通名詞。對符合特定規定的退役職業軍人的尊稱。「榮民」的簡省。
榮獲 , 獲得後述獎項。
榮耀 , 使後述對象得到極高的光榮。
榮耀 , 普通名詞。極高的光榮。
榮 , 表光榮地進行後述事件。
構 , 將材料依照設計規格，建造後述供人類活動的房屋或土木工程。
構 , 專有名詞。姓。
構成 , 前述對象的成份組成是後述對象。
構成 , 前述條件或原因造成的結果是後述對象。
構 , 比喻根據特定準則，擬定出後述對象。
構 , 物品為前述材質製造的。常用接尾詞。
構 , 製作藝術作品或攝影前先擬定圖稿。
槌 , 以棒狀物或拳頭敲擊特定物體。
槌 , 普通名詞。以槌子為形象製成的人造物。常用接尾詞。
槌 , 普通名詞。敲打用的短棒，通常一端較大且堅硬。常用接尾詞。
槍 , 普通名詞。兵器的一種，一端嵌以尖銳的金屬頭，可用以刺擊的長棍。常用接尾詞。
槍 , 普通名詞。可發射子彈射擊目標的手持武器。常用接尾詞。
槍 , 普通名詞。接尾詞。功能或形狀像槍的物體。
槍 , 普通名詞。武術中使槍的技法。常用接尾詞。
槍 , 普通名詞。比喻男子手淫事件，常與「打」連用。
槍 , 普通名詞。比喻言語攻擊。常與「打」連用。
槍 , 計算槍枝發射子彈次數的單位。
樂器 , 普通名詞。演奏音樂用的器具。
樂 , 專有名詞。六經之一，相傳毀於秦始皇焚書。
樂 , 對事物因好感而產生興趣。
樂意 , 高興地作後述事件。
樂 , 普通名詞。人類社會的重要活動之一，與娛樂相關的一切活動。
樂 , 普通名詞。六藝之一，中國古代彈奏樂器的技能。
樂 , 普通名詞。快樂的感覺或事情。
樂 , 普通名詞。有節奏和旋律的聲音。常用接尾詞。
樂觀其成 , 對前述事件給予肯定但不參與。
樂觀 , 形容保持正面想法的。
樊 , 專有名詞。姓。
樑 , 普通名詞。建築物中用來支撐該建築物的水平長型條狀物。
樑 , 普通名詞。接尾詞。物體中央突起呈長條狀的部份。
樑 , 普通名詞。搭建在水面上連接兩岸以供人車通行的建築物。
樑 , 普通名詞。比喻在特定事件中最重要的角色。常與「挑」連用。
樓 , 專有名詞。姓。
樓 , 普通名詞。兩層以上的房屋其中的一層。
樓 , 普通名詞。兩層以上的房屋。常用接尾詞。
樓 , 普通名詞。接尾詞。用於以前述功能為主的特定營業場所的名稱。
樓 , 計算兩層以上的房屋其中的一層的單位。
標 , 以文字或記號提供後述訊息。
標 , 普通名詞。一端為針狀，可被投擲發射的工具。
標 , 普通名詞。接尾詞。以文字或記號表達的訊息的載體。
標 , 普通名詞。清末陸軍編制，三營為一標。
標 , 普通名詞。特定對象所呈現的可被觀察的現象。
標 , 普通名詞。特定競賽中，立在終點，作為判定冠軍的的旗子。
標準 , 形容符合規範，可提供同類對象做為依據的。
標準 , 普通名詞。比喻用來衡量特定對象的規範。
標 , 特定成員定期集會，繳納會款，每次輪由付出最高利息的人取得該期儲金。同義詞「標會」。
標示 , 以文字或記號提供後述訊息。
標示 , 普通名詞。以文字或記號提供的訊息。
標 , 計算清末陸軍編制的單位。
標記 , 一段時間內所發生的重大的事件。
標記 , 用作標誌的記號。
標誌 , 與眾不同的特徵。
標誌 , 表明特徵、識別的記號。
標 , 買方出價競爭，以購買特定對象。
模具 , 普通名詞。工業生產用的模型。
模 , 專有名詞。姓。
模式 , 普通名詞。特定事件表現出來的固定形式。
模 , 普通名詞。依照特定物體的形狀和結構，按比例製成的物品。
模 , 普通名詞。特定物品加工過程中，已完成主要結構且具有初步雛形的半成品。
模 , 普通名詞。穿著或展示新商品以供人欣賞的人。「模特兒」的簡省。
模 , 普通名詞。能將特定材料壓制成為特定形狀以用來生產特定物品的工具。常用接尾詞。
模 , 普通名詞。配合特定對象而擺出姿勢以供其進行拍照、繪畫、雕塑等活動的人。
樣子 , 普通名詞。事物的型態、風格。
